actual_time,alliances_blue_score,alliances_blue_team_keys_0,alliances_blue_team_keys_1,alliances_blue_team_keys_2,alliances_red_score,alliances_red_team_keys_0,alliances_red_team_keys_1,alliances_red_team_keys_2,comp_level,event_key,key,match_number,post_result_time,predicted_time,score_breakdown_blue_adjustPoints,score_breakdown_blue_autoOwnershipPoints,score_breakdown_blue_autoPoints,score_breakdown_blue_autoQuestRankingPoint,score_breakdown_blue_autoRobot1,score_breakdown_blue_autoRobot2,score_breakdown_blue_autoRobot3,score_breakdown_blue_autoRunPoints,score_breakdown_blue_autoScaleOwnershipSec,score_breakdown_blue_autoSwitchAtZero,score_breakdown_blue_autoSwitchOwnershipSec,score_breakdown_blue_endgamePoints,score_breakdown_blue_endgameRobot1,score_breakdown_blue_endgameRobot2,score_breakdown_blue_endgameRobot3,score_breakdown_blue_faceTheBossRankingPoint,score_breakdown_blue_foulCount,score_breakdown_blue_foulPoints,score_breakdown_blue_rp,score_breakdown_blue_tba_gameData,score_breakdown_blue_techFoulCount,score_breakdown_blue_teleopOwnershipPoints,score_breakdown_blue_teleopPoints,score_breakdown_blue_teleopScaleBoostSec,score_breakdown_blue_teleopScaleForceSec,score_breakdown_blue_teleopScaleOwnershipSec,score_breakdown_blue_teleopSwitchBoostSec,score_breakdown_blue_teleopSwitchForceSec,score_breakdown_blue_teleopSwitchOwnershipSec,score_breakdown_blue_totalPoints,score_breakdown_blue_vaultBoostPlayed,score_breakdown_blue_vaultBoostTotal,score_breakdown_blue_vaultForcePlayed,score_breakdown_blue_vaultForceTotal,score_breakdown_blue_vaultLevitatePlayed,score_breakdown_blue_vaultLevitateTotal,score_breakdown_blue_vaultPoints,score_breakdown_red_adjustPoints,score_breakdown_red_autoOwnershipPoints,score_breakdown_red_autoPoints,score_breakdown_red_autoQuestRankingPoint,score_breakdown_red_autoRobot1,score_breakdown_red_autoRobot2,score_breakdown_red_autoRobot3,score_breakdown_red_autoRunPoints,score_breakdown_red_autoScaleOwnershipSec,score_breakdown_red_autoSwitchAtZero,score_breakdown_red_autoSwitchOwnershipSec,score_breakdown_red_endgamePoints,score_breakdown_red_endgameRobot1,score_breakdown_red_endgameRobot2,score_breakdown_red_endgameRobot3,score_breakdown_red_faceTheBossRankingPoint,score_breakdown_red_foulCount,score_breakdown_red_foulPoints,score_breakdown_red_rp,score_breakdown_red_tba_gameData,score_breakdown_red_techFoulCount,score_breakdown_red_teleopOwnershipPoints,score_breakdown_red_teleopPoints,score_breakdown_red_teleopScaleBoostSec,score_breakdown_red_teleopScaleForceSec,score_breakdown_red_teleopScaleOwnershipSec,score_breakdown_red_teleopSwitchBoostSec,score_breakdown_red_teleopSwitchForceSec,score_breakdown_red_teleopSwitchOwnershipSec,score_breakdown_red_totalPoints,score_breakdown_red_vaultBoostPlayed,score_breakdown_red_vaultBoostTotal,score_breakdown_red_vaultForcePlayed,score_breakdown_red_vaultForceTotal,score_breakdown_red_vaultLevitatePlayed,score_breakdown_red_vaultLevitateTotal,score_breakdown_red_vaultPoints,set_number,time,videos_0_key,videos_0_type,winning_alliance,videos_1_key,videos_1_type,videos_2_key,videos_2_type,videos_3_key,videos_3_type,videos_4_key,videos_4_type,videos_5_key,videos_5_type,alliances_red_dq_team_keys_0,alliances_blue_dq_team_keys_0,alliances_red_dq_team_keys_1,alliances_blue_dq_team_keys_1,alliances_red_dq_team_keys_2,alliances_blue_dq_team_keys_2
1523057457,440,frc4014,frc3647,frc6382,308,frc4322,frc5474,frc1160,qm,2018caav,2018caav_qm51,51,1523057666,1523057523,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,90,Levitate,Climbing,Climbing,True,2,5,4,RLR,1,265,400,10,8,109,10,8,136,440,3,3,3,3,3,3,45,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,35,Levitate,None,Parking,False,1,35,1,RLR,0,158,238,0,10,12,10,10,136,308,3,3,3,3,3,3,45,1,1523058000,xAx4kZjkhU8,youtube,blue,,,,,,,,,,,,,,,,
1523116656,457,frc1160,frc5102,frc399,109,frc980,frc5869,frc6060,qm,2018caav,2018caav_qm56,56,1523116845,1523116800,0,16,31,True,AutoRun,AutoRun,AutoRun,15,0,True,8,65,Parking,Climbing,Levitate,False,1,40,3,RRR,1,276,386,10,0,120,10,0,136,457,3,3,0,3,3,3,45,0,0,5,False,None,None,AutoRun,5,0,False,0,35,Climbing,Parking,None,False,3,30,0,RRR,1,34,74,0,0,0,0,0,34,109,0,0,0,0,0,1,5,1,1523116800,C4mwQ6g-8Rs,youtube,blue,,,,,,,,,,,,,,,,
1523127970,434,frc597,frc1160,frc2637,365,frc3453,frc2658,frc294,qm,2018caav,2018caav_qm62,62,1523128178,1523119621,0,26,41,True,AutoRun,AutoRun,AutoRun,15,4,True,9,40,Parking,Parking,Climbing,False,1,90,3,RLR,0,223,303,0,10,77,10,10,136,434,3,3,3,3,0,2,40,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Parking,Levitate,Climbing,False,3,5,1,RLR,3,218,323,10,10,62,10,0,136,365,3,3,2,2,3,3,40,1,1523119680,Izb-5Kplnko,youtube,blue,,,,,,,,,,,,,,,,
1523122926,148,frc4255,frc2339,frc5474,470,frc330,frc6072,frc1160,qm,2018caav,2018caav_qm69,69,1523123182,1523123040,0,10,25,True,AutoRun,AutoRun,AutoRun,15,0,True,5,40,Parking,Parking,Levitate,False,0,0,1,RRR,1,63,123,0,0,0,0,0,63,148,0,1,0,0,3,3,20,0,28,43,True,AutoRun,AutoRun,AutoRun,15,9,True,5,65,Climbing,Parking,Levitate,False,0,25,3,RRR,0,292,402,10,0,136,10,0,136,470,3,3,0,3,3,3,45,1,1523123040,MvbEXBU1euY,youtube,red,,,,,,,,,,,,,,,,
1523125056,370,frc4255,frc4470,frc980,281,frc6382,frc1160,frc330,qm,2018caav,2018caav_qm74,74,1523125276,1523125141,0,8,23,True,AutoRun,AutoRun,AutoRun,15,0,True,4,65,Parking,Levitate,Climbing,False,1,35,3,RRR,0,217,312,0,10,71,10,0,136,370,1,1,2,2,3,3,30,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,60,Climbing,None,Climbing,False,7,5,1,RRR,0,168,243,0,0,32,0,0,136,281,0,0,0,3,0,0,15,1,1523125440,T5FzxRH30rI,youtube,blue,,,,,,,,,,,,,,,,
,349,frc3473,frc6072,frc5857,308,frc1160,frc597,frc4276,qm,2018cabl,2018cabl_qm14,14,,1539462241,,0,5,False,,,,5,0,,0,35,,,,False,,10,2,LRL,,264,334,10,,116,10,,127,349,3,3,0,1,3,3,35,,19,34,True,,,,15,0,,9,40,,,,False,,45,1,LRL,,144,229,0,,9,0,,134,308,2,3,2,3,3,3,45,1,1539462240,-iLrJtJHUNY,youtube,blue,,,,,,,,,,,,,,,,
,158,frc6535,frc4322,frc1160,425,frc3476,frc5966,frc399,qm,2018cabl,2018cabl_qm20,20,,1539465121,,0,15,False,,,,15,0,,0,65,,,,False,,10,0,LRL,,53,133,0,,0,0,,53,158,0,0,0,0,3,3,15,,41,51,False,,,,10,10,,10,65,,,,False,,5,2,LRL,,279,369,10,,134,0,,134,425,2,2,0,0,3,3,25,1,1539465120,cRs2kJPAb7g,youtube,red,,,,,,,,,,,,,,,,
,89,frc4619,frc1160,frc4,424,frc1836,frc330,frc4079,qm,2018cabl,2018cabl_qm28,28,,1539468961,,0,15,False,,,,15,0,,0,35,,,,False,,0,0,RRR,,9,74,0,,0,0,,9,89,2,2,1,1,3,3,30,,43,58,True,,,,15,9,,11,65,,,,False,,0,3,RRR,,271,366,0,,134,10,,126,424,1,3,0,0,3,3,30,1,1539468960,Nul6tDLJlOM,youtube,red,7ZONdoEIY7c,youtube,,,,,,,,,,,,,,
,268,frc6535,frc4619,frc1836,110,frc3473,frc1160,frc7025,qm,2018cabl,2018cabl_qm31,31,,1539470401,,23,38,True,,,,15,0,,11,35,,,,False,,5,3,LRL,,155,225,0,,11,10,,134,268,1,2,2,2,3,3,35,,17,32,True,,,,15,0,,8,5,,,,False,,0,1,LRL,,68,78,0,,38,0,,30,110,0,0,1,1,0,0,5,1,1539470400,mPWgk-MAtdM,youtube,blue,YYS-c-viY4k,youtube,sO_VIhETIv4,youtube,,,,,,,,,,,,
,303,frc1197,frc1160,frc7157,332,frc3476,frc968,frc294,qm,2018cabl,2018cabl_qm38,38,,1539473761,,14,29,False,,,,15,7,,0,35,,,,False,,0,0,RLR,,219,274,0,,92,0,,127,303,1,1,0,0,3,3,20,,23,38,True,,,,15,0,,11,65,,,,False,,30,3,RLR,,174,264,0,,29,9,,134,332,1,1,0,1,3,3,25,1,1539473760,goaYSX8dLD4,youtube,red,,,,,,,,,,,,,,,,
,163,frc968,frc4276,frc5124,229,frc1160,frc599,frc399,qm,2018cabl,2018cabl_qm4,4,,1539453421,,19,24,False,,,,5,0,,9,35,,,,False,,30,0,RRR,,74,109,0,,29,0,,44,163,0,0,0,0,0,0,0,,0,5,False,,,,5,0,,0,35,,,,False,,5,2,RRR,,169,219,0,,92,0,,77,229,0,0,0,0,3,3,15,1,1539453420,aUOBrCELLOE,youtube,red,,,,,,,,,,,,,,,,
,89,frc1160,frc6220,frc4079,473,frc5124,frc5199,frc5810,qm,2018cabl,2018cabl_qm46,46,,1539531901,,0,15,False,,,,15,0,,0,35,,,,False,,0,0,LRL,,9,74,0,,9,0,,0,89,1,1,2,2,3,3,30,,22,37,True,,,,15,0,,11,60,,,,False,,75,3,LRL,,261,361,9,,106,10,,134,473,3,3,0,2,3,3,40,1,1539531900,7SMepg32zgg,youtube,red,,,,,,,,,,,,,,,,
,334,frc3309,frc1160,frc968,273,frc6072,frc7157,frc4322,qm,2018cabl,2018cabl_qm51,51,,1539534301,,20,35,True,,,,15,0,,10,90,,,,True,,0,4,RLR,,189,299,0,,102,10,,77,334,1,1,0,0,3,3,20,,20,35,True,,,,15,0,,10,65,,,,False,,0,1,RLR,,148,238,0,,13,0,,134,273,0,0,2,2,3,3,25,1,1539534300,ZAjhQt2h7pc,youtube,blue,,,,,,,,,,,,,,,,
,143,frc5124,frc1160,frc2493,340,frc7230,frc4322,frc5012,qm,2018cabl,2018cabl_qm57,57,,1539537181,,18,33,True,,,,15,0,,9,35,,,,False,,10,1,RRR,,40,100,0,,23,0,,17,143,0,0,0,2,3,3,25,,37,52,True,,,,15,8,,10,90,,,,True,,0,4,RRR,,173,288,0,,99,0,,74,340,1,2,0,0,3,3,25,1,1539537180,WZlM5lFz3iY,youtube,red,,,,,,,,,,,,,,,,
,458,frc696,frc6220,frc687,175,frc5966,frc1160,frc6072,qm,2018cabl,2018cabl_qm9,9,,1539456121,,29,44,True,,,,15,3,,11,90,,,,True,,25,4,LRL,,269,389,0,,134,0,,134,458,0,3,0,0,3,3,30,,20,30,False,,,,10,0,,10,10,,,,False,,25,0,LRL,,110,120,0,,0,0,,110,175,0,0,0,0,0,0,0,1,1539456120,SQCoufBZ-qc,youtube,blue,,,,,,,,,,,,,,,,
1521924498,292,frc1160,frc1388,frc60,467,frc987,frc842,frc3965,qf,2018nvlv,2018nvlv_qf3m1,1,1521924831,1521924721,0,14,29,False,AutoRun,AutoRun,AutoRun,15,0,True,7,65,Climbing,Parking,Levitate,False,0,25,0,RLR,1,128,238,0,10,11,10,0,107,292,1,3,2,3,3,3,45,0,32,47,False,AutoRun,AutoRun,AutoRun,15,6,True,10,65,Climbing,Levitate,Parking,False,0,25,0,RLR,1,285,395,10,9,128,10,9,137,467,3,3,3,3,3,3,45,3,1521924240,k6_wjvBQ4aw,youtube,red,,,,,,,,,,,,,,,,
1521926563,260,frc1160,frc1388,frc60,436,frc987,frc842,frc3965,qf,2018nvlv,2018nvlv_qf3m2,2,1521926764,1521926582,0,18,33,False,AutoRun,AutoRun,AutoRun,15,0,True,9,40,Parking,Levitate,Parking,False,0,5,0,RLR,2,147,222,0,10,11,10,0,126,260,1,2,2,2,3,3,35,0,30,45,False,AutoRun,AutoRun,AutoRun,15,9,True,6,90,Climbing,Levitate,Climbing,False,1,50,0,RLR,0,216,341,10,0,128,0,0,78,436,3,3,0,1,3,3,35,3,1521925920,10aGgNllgvg,youtube,red,,,,,,,,,,,,,,,,
1521830929,250,frc1160,frc7077,frc987,449,frc3495,frc2485,frc5285,qm,2018nvlv,2018nvlv_qm22,22,1521831151,1521831001,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,40,Parking,Levitate,Parking,False,0,10,1,RLR,2,145,205,0,0,0,8,0,137,250,1,1,0,0,3,3,20,0,32,47,True,AutoRun,AutoRun,AutoRun,15,4,True,12,60,Levitate,None,Climbing,False,2,50,3,RLR,0,247,352,10,10,131,10,10,96,449,3,3,3,3,3,3,45,1,1521830220,AQJB3AC5RxQ,youtube,red,,,,,,,,,,,,,,,,
1521835402,482,frc2659,frc2543,frc1160,195,frc60,frc4,frc6825,qm,2018nvlv,2018nvlv_qm26,26,1521835673,1521835562,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Levitate,Climbing,Climbing,True,0,25,4,RLR,0,285,420,10,0,128,10,0,137,482,3,3,0,3,3,3,45,0,16,31,True,AutoRun,AutoRun,AutoRun,15,0,True,8,65,Parking,Climbing,Levitate,False,0,0,1,RLR,1,79,164,0,0,0,0,10,79,195,0,0,1,1,3,3,20,1,1521835200,c_c2GnMOMF0,youtube,blue,,,,,,,,,,,,,,,,
1521812786,335,frc5429,frc6411,frc6826,466,frc842,frc2485,frc1160,qm,2018nvlv,2018nvlv_qm32,32,,1521840070,0,12,22,False,AutoRun,AutoRun,None,10,0,True,6,65,Climbing,Levitate,Parking,False,4,55,0,RRR,1,148,258,0,10,11,10,10,127,335,3,3,3,3,3,3,45,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,65,Parking,Climbing,Levitate,False,1,45,3,RRR,2,276,386,10,4,119,10,4,137,466,3,3,3,3,3,3,45,1,1521837720,hfIJRX93Tjw,youtube,red,,,,,,,,,,,,,,,,
1521842310,308,frc5285,frc2659,frc1388,273,frc2429,frc1160,frc6411,qm,2018nvlv,2018nvlv_qm39,39,1521842515,1521842343,0,14,24,False,None,AutoRun,AutoRun,10,0,True,7,65,Climbing,Parking,Levitate,False,0,0,2,LLL,0,174,284,7,10,30,0,0,137,308,2,3,2,3,3,3,45,0,28,43,True,AutoRun,AutoRun,AutoRun,15,5,True,9,40,Levitate,Parking,Parking,False,0,0,1,LLL,0,160,230,7,0,105,0,10,48,273,2,2,1,1,3,3,30,1,1521840660,MXLWHhTtCnM,youtube,blue,,,,,,,,,,,,,,,,
1521845267,395,frc5025,frc987,frc2647,145,frc6957,frc1160,frc4792,qm,2018nvlv,2018nvlv_qm46,46,1521845477,1521845341,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,65,Levitate,Climbing,Parking,False,0,0,3,RRR,0,260,360,10,0,103,10,10,137,395,3,3,1,1,3,3,35,0,6,16,False,AutoRun,AutoRun,None,10,0,True,3,30,None,Climbing,None,False,0,0,0,RRR,0,89,129,0,0,0,0,6,89,145,0,0,1,1,0,1,10,1,1521843600,nSgGXpLW9Mg,youtube,blue,,,,,,,,,,,,,,,,
1521822685,248,frc5049,frc6824,frc1160,337,frc3021,frc3255,frc3495,qm,2018nvlv,2018nvlv_qm5,5,1521822910,1521822721,0,0,10,False,None,AutoRun,AutoRun,10,0,False,0,65,Parking,Levitate,Climbing,False,7,5,0,RLR,1,143,233,0,0,0,10,0,133,248,1,1,0,1,3,3,25,0,14,24,False,AutoRun,AutoRun,None,10,0,True,7,40,Parking,Parking,Levitate,False,1,60,2,RLR,0,183,253,10,0,126,0,0,47,337,3,3,0,0,3,3,30,1,1521822480,v-HGIq-65Es,youtube,red,,,,,,,,,,,frc3495,,,,,
1521850316,458,frc1160,frc1388,frc3009,309,frc6519,frc4486,frc5875,qm,2018nvlv,2018nvlv_qm58,58,1521850519,1521850368,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,65,Climbing,Levitate,Parking,False,0,50,3,LRL,2,271,381,0,10,124,10,10,137,458,1,3,3,3,3,3,45,0,2,17,True,AutoRun,AutoRun,AutoRun,15,0,True,1,65,Levitate,Climbing,Parking,False,0,50,1,LRL,2,147,242,0,0,0,10,10,137,309,1,1,1,2,3,3,30,1,1521848640,cD0QFr5im-0,youtube,blue,,,,,,,,,,,,,,,,
1521851678,426,frc5851,frc2710,frc3577,166,frc2647,frc1160,frc4486,qm,2018nvlv,2018nvlv_qm61,61,1521851958,1521851821,0,6,21,True,AutoRun,AutoRun,AutoRun,15,0,True,3,90,Levitate,Climbing,Climbing,True,2,5,4,LRL,0,275,400,10,0,118,10,5,137,426,3,3,1,1,3,3,35,0,0,15,False,AutoRun,AutoRun,AutoRun,15,0,False,0,65,Parking,Climbing,Levitate,False,1,10,0,LRL,0,46,141,0,10,12,10,0,24,166,1,1,2,2,3,3,30,1,1521849900,XIq_MANay-4,youtube,blue,,,,,,,,,,,,,,,,
1521909376,487,frc3255,frc687,frc2429,286,frc4501,frc5025,frc1160,qm,2018nvlv,2018nvlv_qm72,72,1521909724,1521909481,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Climbing,Levitate,Climbing,True,6,40,4,LRL,4,275,410,10,10,118,10,10,137,487,3,3,3,3,3,3,45,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,40,Parking,Parking,Climbing,False,3,130,1,LRL,1,84,129,0,0,1,0,10,83,286,0,0,1,1,0,0,5,1,1521909720,qsBcxryLgWs,youtube,blue,,,,,,,,,,,,,,,,
1521911228,438,frc1160,frc60,frc988,274,frc1388,frc5049,frc7077,qm,2018nvlv,2018nvlv_qm76,76,1521911427,1521911342,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,65,Climbing,Parking,Levitate,False,1,75,3,LRL,1,241,336,10,0,110,3,0,118,438,3,3,0,0,3,3,30,0,0,10,False,AutoRun,None,AutoRun,10,0,False,0,40,Parking,Levitate,Parking,False,0,30,0,LRL,3,149,234,0,10,12,10,0,127,274,1,3,2,3,3,3,45,1,1521911400,ElFiyKGI6J0,youtube,blue,,,,,,,,,,,,,,,,
